INFO flower 2023-11-07 15:10:02,994 | app.py:131 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=2000)
INFO flower 2023-11-07 15:10:02,999 | app.py:144 | Flower ECE: gRPC server running (100 rounds), SSL is disabled
INFO flower 2023-11-07 15:10:02,999 | server.py:86 | Initializing global parameters
INFO flower 2023-11-07 15:10:02,999 | server.py:270 | Requesting initial parameters from one random client
INFO flower 2023-11-07 15:10:06,853 | server.py:274 | Received initial parameters from one random client
INFO flower 2023-11-07 15:10:06,853 | server.py:88 | Evaluating initial parameters
INFO flower 2023-11-07 15:10:06,853 | server.py:101 | FL starting
DEBUG flower 2023-11-07 15:10:06,854 | server.py:215 | fit_round 1: strategy sampled 1 clients (out of 1)
DEBUG flower 2023-11-07 15:10:21,473 | server.py:229 | fit_round 1 received 1 results and 0 failures
WARNING flower 2023-11-07 15:10:21,476 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
DEBUG flower 2023-11-07 15:10:21,481 | server.py:165 | evaluate_round 1: strategy sampled 23 clients (out of 23)
DEBUG flower 2023-11-07 15:14:51,620 | server.py:179 | evaluate_round 1 received 23 results and 0 failures
DEBUG flower 2023-11-07 15:14:51,621 | server.py:215 | fit_round 2: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:15:44,659 | server.py:229 | fit_round 2 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:15:44,701 | server.py:165 | evaluate_round 2: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:20:09,337 | server.py:179 | evaluate_round 2 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:20:09,338 | server.py:215 | fit_round 3: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:21:00,034 | server.py:229 | fit_round 3 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:21:00,080 | server.py:165 | evaluate_round 3: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:26:59,355 | server.py:179 | evaluate_round 3 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:26:59,356 | server.py:215 | fit_round 4: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:27:49,701 | server.py:229 | fit_round 4 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:27:49,746 | server.py:165 | evaluate_round 4: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:31:58,231 | server.py:179 | evaluate_round 4 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:31:58,232 | server.py:215 | fit_round 5: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:32:47,385 | server.py:229 | fit_round 5 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:32:47,424 | server.py:165 | evaluate_round 5: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:39:28,408 | server.py:179 | evaluate_round 5 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:39:28,409 | server.py:215 | fit_round 6: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:40:24,145 | server.py:229 | fit_round 6 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:40:24,191 | server.py:165 | evaluate_round 6: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:44:33,560 | server.py:179 | evaluate_round 6 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:44:33,560 | server.py:215 | fit_round 7: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:45:24,977 | server.py:229 | fit_round 7 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:45:25,025 | server.py:165 | evaluate_round 7: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:51:47,457 | server.py:179 | evaluate_round 7 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:51:47,457 | server.py:215 | fit_round 8: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-07 15:52:52,872 | server.py:229 | fit_round 8 received 35 results and 0 failures
DEBUG flower 2023-11-07 15:52:52,912 | server.py:165 | evaluate_round 8: strategy sampled 35 clients (out of 35)
