INFO flower 2023-11-13 20:09:22,907 | app.py:131 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=4500)
INFO flower 2023-11-13 20:09:22,912 | app.py:144 | Flower ECE: gRPC server running (100 rounds), SSL is disabled
INFO flower 2023-11-13 20:09:22,912 | server.py:86 | Initializing global parameters
INFO flower 2023-11-13 20:09:22,912 | server.py:270 | Requesting initial parameters from one random client
INFO flower 2023-11-13 20:09:26,280 | server.py:274 | Received initial parameters from one random client
INFO flower 2023-11-13 20:09:26,281 | server.py:88 | Evaluating initial parameters
INFO flower 2023-11-13 20:09:26,281 | server.py:101 | FL starting
DEBUG flower 2023-11-13 20:09:26,281 | server.py:215 | fit_round 1: strategy sampled 1 clients (out of 1)
DEBUG flower 2023-11-13 20:09:39,634 | server.py:229 | fit_round 1 received 1 results and 0 failures
WARNING flower 2023-11-13 20:09:39,636 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
DEBUG flower 2023-11-13 20:09:39,638 | server.py:165 | evaluate_round 1: strategy sampled 25 clients (out of 25)
DEBUG flower 2023-11-13 20:15:29,668 | server.py:179 | evaluate_round 1 received 25 results and 0 failures
DEBUG flower 2023-11-13 20:15:29,668 | server.py:215 | fit_round 2: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 20:16:25,078 | server.py:229 | fit_round 2 received 35 results and 0 failures
DEBUG flower 2023-11-13 20:16:25,119 | server.py:165 | evaluate_round 2: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 20:25:01,152 | server.py:179 | evaluate_round 2 received 35 results and 0 failures
DEBUG flower 2023-11-13 20:25:01,153 | server.py:215 | fit_round 3: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 20:25:55,512 | server.py:229 | fit_round 3 received 35 results and 0 failures
DEBUG flower 2023-11-13 20:25:55,552 | server.py:165 | evaluate_round 3: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 20:35:14,500 | server.py:179 | evaluate_round 3 received 35 results and 0 failures
DEBUG flower 2023-11-13 20:35:14,500 | server.py:215 | fit_round 4: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 20:36:08,641 | server.py:229 | fit_round 4 received 35 results and 0 failures
DEBUG flower 2023-11-13 20:36:08,680 | server.py:165 | evaluate_round 4: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 20:45:29,196 | server.py:179 | evaluate_round 4 received 35 results and 0 failures
DEBUG flower 2023-11-13 20:45:29,196 | server.py:215 | fit_round 5: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 20:46:22,035 | server.py:229 | fit_round 5 received 35 results and 0 failures
DEBUG flower 2023-11-13 20:46:22,076 | server.py:165 | evaluate_round 5: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 20:55:37,396 | server.py:179 | evaluate_round 5 received 35 results and 0 failures
DEBUG flower 2023-11-13 20:55:37,396 | server.py:215 | fit_round 6: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 20:56:30,718 | server.py:229 | fit_round 6 received 35 results and 0 failures
DEBUG flower 2023-11-13 20:56:30,758 | server.py:165 | evaluate_round 6: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:05:54,805 | server.py:179 | evaluate_round 6 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:05:54,805 | server.py:215 | fit_round 7: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:06:49,295 | server.py:229 | fit_round 7 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:06:49,337 | server.py:165 | evaluate_round 7: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:16:13,134 | server.py:179 | evaluate_round 7 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:16:13,135 | server.py:215 | fit_round 8: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:17:06,542 | server.py:229 | fit_round 8 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:17:06,583 | server.py:165 | evaluate_round 8: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:26:11,995 | server.py:179 | evaluate_round 8 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:26:11,995 | server.py:215 | fit_round 9: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:27:06,812 | server.py:229 | fit_round 9 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:27:06,855 | server.py:165 | evaluate_round 9: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:36:15,034 | server.py:179 | evaluate_round 9 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:36:15,034 | server.py:215 | fit_round 10: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:37:09,731 | server.py:229 | fit_round 10 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:37:09,770 | server.py:165 | evaluate_round 10: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:46:15,753 | server.py:179 | evaluate_round 10 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:46:15,753 | server.py:215 | fit_round 11: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:47:10,259 | server.py:229 | fit_round 11 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:47:10,299 | server.py:165 | evaluate_round 11: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:56:17,102 | server.py:179 | evaluate_round 11 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:56:17,102 | server.py:215 | fit_round 12: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 21:57:10,577 | server.py:229 | fit_round 12 received 35 results and 0 failures
DEBUG flower 2023-11-13 21:57:10,617 | server.py:165 | evaluate_round 12: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:06:18,441 | server.py:179 | evaluate_round 12 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:06:18,441 | server.py:215 | fit_round 13: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:07:13,056 | server.py:229 | fit_round 13 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:07:13,099 | server.py:165 | evaluate_round 13: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:16:20,602 | server.py:179 | evaluate_round 13 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:16:20,603 | server.py:215 | fit_round 14: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:17:14,148 | server.py:229 | fit_round 14 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:17:14,195 | server.py:165 | evaluate_round 14: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:26:27,082 | server.py:179 | evaluate_round 14 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:26:27,083 | server.py:215 | fit_round 15: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:27:21,782 | server.py:229 | fit_round 15 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:27:21,828 | server.py:165 | evaluate_round 15: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:36:32,310 | server.py:179 | evaluate_round 15 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:36:32,310 | server.py:215 | fit_round 16: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:37:27,615 | server.py:229 | fit_round 16 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:37:27,661 | server.py:165 | evaluate_round 16: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:46:33,315 | server.py:179 | evaluate_round 16 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:46:33,316 | server.py:215 | fit_round 17: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:47:26,248 | server.py:229 | fit_round 17 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:47:26,290 | server.py:165 | evaluate_round 17: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:56:31,811 | server.py:179 | evaluate_round 17 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:56:31,811 | server.py:215 | fit_round 18: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 22:57:24,648 | server.py:229 | fit_round 18 received 35 results and 0 failures
DEBUG flower 2023-11-13 22:57:24,692 | server.py:165 | evaluate_round 18: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:06:27,100 | server.py:179 | evaluate_round 18 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:06:27,100 | server.py:215 | fit_round 19: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:07:20,728 | server.py:229 | fit_round 19 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:07:20,769 | server.py:165 | evaluate_round 19: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:15:54,702 | server.py:179 | evaluate_round 19 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:15:54,702 | server.py:215 | fit_round 20: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:16:42,261 | server.py:229 | fit_round 20 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:16:42,299 | server.py:165 | evaluate_round 20: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:24:58,836 | server.py:179 | evaluate_round 20 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:24:58,837 | server.py:215 | fit_round 21: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:25:45,719 | server.py:229 | fit_round 21 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:25:45,760 | server.py:165 | evaluate_round 21: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:34:04,659 | server.py:179 | evaluate_round 21 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:34:04,661 | server.py:215 | fit_round 22: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:34:52,962 | server.py:229 | fit_round 22 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:34:53,000 | server.py:165 | evaluate_round 22: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:43:10,421 | server.py:179 | evaluate_round 22 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:43:10,422 | server.py:215 | fit_round 23: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:43:59,248 | server.py:229 | fit_round 23 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:43:59,288 | server.py:165 | evaluate_round 23: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:52:14,659 | server.py:179 | evaluate_round 23 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:52:14,659 | server.py:215 | fit_round 24: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 23:53:02,651 | server.py:229 | fit_round 24 received 35 results and 0 failures
DEBUG flower 2023-11-13 23:53:02,690 | server.py:165 | evaluate_round 24: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:01:22,914 | server.py:179 | evaluate_round 24 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:01:22,914 | server.py:215 | fit_round 25: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:02:10,860 | server.py:229 | fit_round 25 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:02:10,900 | server.py:165 | evaluate_round 25: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:10:26,004 | server.py:179 | evaluate_round 25 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:10:26,004 | server.py:215 | fit_round 26: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:11:14,850 | server.py:229 | fit_round 26 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:11:14,888 | server.py:165 | evaluate_round 26: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:19:29,222 | server.py:179 | evaluate_round 26 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:19:29,222 | server.py:215 | fit_round 27: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:20:17,442 | server.py:229 | fit_round 27 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:20:17,481 | server.py:165 | evaluate_round 27: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:28:32,165 | server.py:179 | evaluate_round 27 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:28:32,165 | server.py:215 | fit_round 28: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:29:20,300 | server.py:229 | fit_round 28 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:29:20,339 | server.py:165 | evaluate_round 28: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:37:39,332 | server.py:179 | evaluate_round 28 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:37:39,333 | server.py:215 | fit_round 29: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:38:27,747 | server.py:229 | fit_round 29 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:38:27,787 | server.py:165 | evaluate_round 29: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:46:44,594 | server.py:179 | evaluate_round 29 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:46:44,595 | server.py:215 | fit_round 30: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:47:33,006 | server.py:229 | fit_round 30 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:47:33,045 | server.py:165 | evaluate_round 30: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-14 00:55:51,483 | server.py:179 | evaluate_round 30 received 35 results and 0 failures
DEBUG flower 2023-11-14 00:55:51,483 | server.py:215 | fit_round 31: strategy sampled 35 clients (out of 35)
