INFO flower 2023-11-16 20:16:38,608 | app.py:131 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=5500)
INFO flower 2023-11-16 20:16:38,616 | app.py:144 | Flower ECE: gRPC server running (100 rounds), SSL is disabled
INFO flower 2023-11-16 20:16:38,616 | server.py:86 | Initializing global parameters
INFO flower 2023-11-16 20:16:38,616 | server.py:270 | Requesting initial parameters from one random client
INFO flower 2023-11-16 20:16:40,225 | server.py:274 | Received initial parameters from one random client
INFO flower 2023-11-16 20:16:40,225 | server.py:88 | Evaluating initial parameters
INFO flower 2023-11-16 20:16:40,225 | server.py:101 | FL starting
DEBUG flower 2023-11-16 20:16:40,225 | server.py:215 | fit_round 1: strategy sampled 4 clients (out of 4)
DEBUG flower 2023-11-16 20:16:54,138 | server.py:229 | fit_round 1 received 4 results and 0 failures
WARNING flower 2023-11-16 20:16:54,158 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
DEBUG flower 2023-11-16 20:16:54,164 | server.py:165 | evaluate_round 1: strategy sampled 12 clients (out of 12)
DEBUG flower 2023-11-16 20:20:23,054 | server.py:179 | evaluate_round 1 received 12 results and 0 failures
DEBUG flower 2023-11-16 20:20:23,054 | server.py:215 | fit_round 2: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 20:21:29,761 | server.py:229 | fit_round 2 received 35 results and 0 failures
DEBUG flower 2023-11-16 20:21:29,803 | server.py:165 | evaluate_round 2: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 20:29:23,485 | server.py:179 | evaluate_round 2 received 35 results and 0 failures
DEBUG flower 2023-11-16 20:29:23,486 | server.py:215 | fit_round 3: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 20:30:20,061 | server.py:229 | fit_round 3 received 35 results and 0 failures
DEBUG flower 2023-11-16 20:30:20,108 | server.py:165 | evaluate_round 3: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 20:39:48,426 | server.py:179 | evaluate_round 3 received 35 results and 0 failures
DEBUG flower 2023-11-16 20:39:48,426 | server.py:215 | fit_round 4: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 20:40:44,741 | server.py:229 | fit_round 4 received 35 results and 0 failures
DEBUG flower 2023-11-16 20:40:44,783 | server.py:165 | evaluate_round 4: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 20:50:11,968 | server.py:179 | evaluate_round 4 received 35 results and 0 failures
DEBUG flower 2023-11-16 20:50:11,968 | server.py:215 | fit_round 5: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 20:51:06,075 | server.py:229 | fit_round 5 received 35 results and 0 failures
DEBUG flower 2023-11-16 20:51:06,116 | server.py:165 | evaluate_round 5: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:00:38,430 | server.py:179 | evaluate_round 5 received 35 results and 0 failures
DEBUG flower 2023-11-16 21:00:38,430 | server.py:215 | fit_round 6: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:01:33,259 | server.py:229 | fit_round 6 received 35 results and 0 failures
DEBUG flower 2023-11-16 21:01:33,300 | server.py:165 | evaluate_round 6: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:11:06,931 | server.py:179 | evaluate_round 6 received 35 results and 0 failures
DEBUG flower 2023-11-16 21:11:06,931 | server.py:215 | fit_round 7: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:12:01,036 | server.py:229 | fit_round 7 received 35 results and 0 failures
DEBUG flower 2023-11-16 21:12:01,077 | server.py:165 | evaluate_round 7: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:21:39,406 | server.py:179 | evaluate_round 7 received 35 results and 0 failures
DEBUG flower 2023-11-16 21:21:39,406 | server.py:215 | fit_round 8: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:22:36,586 | server.py:229 | fit_round 8 received 35 results and 0 failures
DEBUG flower 2023-11-16 21:22:36,626 | server.py:165 | evaluate_round 8: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:32:01,744 | server.py:179 | evaluate_round 8 received 35 results and 0 failures
DEBUG flower 2023-11-16 21:32:01,745 | server.py:215 | fit_round 9: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:32:56,266 | server.py:229 | fit_round 9 received 35 results and 0 failures
DEBUG flower 2023-11-16 21:32:56,310 | server.py:165 | evaluate_round 9: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:42:23,034 | server.py:179 | evaluate_round 9 received 35 results and 0 failures
DEBUG flower 2023-11-16 21:42:23,034 | server.py:215 | fit_round 10: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-16 21:43:20,396 | server.py:229 | fit_round 10 received 35 results and 0 failures
