INFO flower 2023-11-13 10:22:19,146 | app.py:131 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=2500)
INFO flower 2023-11-13 10:22:19,149 | app.py:144 | Flower ECE: gRPC server running (100 rounds), SSL is disabled
INFO flower 2023-11-13 10:22:19,149 | server.py:86 | Initializing global parameters
INFO flower 2023-11-13 10:22:19,149 | server.py:270 | Requesting initial parameters from one random client
INFO flower 2023-11-13 10:22:24,326 | server.py:274 | Received initial parameters from one random client
INFO flower 2023-11-13 10:22:24,326 | server.py:88 | Evaluating initial parameters
INFO flower 2023-11-13 10:22:24,326 | server.py:101 | FL starting
DEBUG flower 2023-11-13 10:22:24,326 | server.py:215 | fit_round 1: strategy sampled 1 clients (out of 1)
DEBUG flower 2023-11-13 10:22:39,545 | server.py:229 | fit_round 1 received 1 results and 0 failures
WARNING flower 2023-11-13 10:22:39,547 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
DEBUG flower 2023-11-13 10:22:39,549 | server.py:165 | evaluate_round 1: strategy sampled 33 clients (out of 33)
DEBUG flower 2023-11-13 10:29:02,575 | server.py:179 | evaluate_round 1 received 33 results and 0 failures
DEBUG flower 2023-11-13 10:29:02,575 | server.py:215 | fit_round 2: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:29:57,673 | server.py:229 | fit_round 2 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:29:57,712 | server.py:165 | evaluate_round 2: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:34:36,816 | server.py:179 | evaluate_round 2 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:34:36,816 | server.py:215 | fit_round 3: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:35:31,154 | server.py:229 | fit_round 3 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:35:31,193 | server.py:165 | evaluate_round 3: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:40:42,778 | server.py:179 | evaluate_round 3 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:40:42,779 | server.py:215 | fit_round 4: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:41:30,847 | server.py:229 | fit_round 4 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:41:30,887 | server.py:165 | evaluate_round 4: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:45:30,469 | server.py:179 | evaluate_round 4 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:45:30,469 | server.py:215 | fit_round 5: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:46:23,757 | server.py:229 | fit_round 5 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:46:23,795 | server.py:165 | evaluate_round 5: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:51:19,997 | server.py:179 | evaluate_round 5 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:51:19,997 | server.py:215 | fit_round 6: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:52:12,656 | server.py:229 | fit_round 6 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:52:12,696 | server.py:165 | evaluate_round 6: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:56:05,558 | server.py:179 | evaluate_round 6 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:56:05,558 | server.py:215 | fit_round 7: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 10:56:53,052 | server.py:229 | fit_round 7 received 35 results and 0 failures
DEBUG flower 2023-11-13 10:56:53,090 | server.py:165 | evaluate_round 7: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 11:01:31,277 | server.py:179 | evaluate_round 7 received 35 results and 0 failures
DEBUG flower 2023-11-13 11:01:31,277 | server.py:215 | fit_round 8: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 11:02:18,233 | server.py:229 | fit_round 8 received 35 results and 0 failures
DEBUG flower 2023-11-13 11:02:18,272 | server.py:165 | evaluate_round 8: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 11:06:13,363 | server.py:179 | evaluate_round 8 received 35 results and 0 failures
DEBUG flower 2023-11-13 11:06:13,364 | server.py:215 | fit_round 9: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-11-13 11:07:02,688 | server.py:229 | fit_round 9 received 35 results and 0 failures
DEBUG flower 2023-11-13 11:07:02,726 | server.py:165 | evaluate_round 9: strategy sampled 35 clients (out of 35)
