time,x,y,in_or_out
0,500,0,2
1,500,0,2
2,500,0,2
3,500,0,2
4,500,0,2
5,500,0,2
6,500,0,2
7,500,0,2
8,500,0,2
9,500,0,2
10,500,0,2
11,500,0,2
12,500,0,2
13,500,0,2
14,500,0,2
15,500,0,2
16,500,0,2
17,500,0,2
18,500,0,2
19,500,0,2
20,500,0,2
21,500,0,2
22,500,0,2
23,500,0,2
24,500,0,2
25,500,0,2
26,500,0,2
27,500,0,2
28,500,0,2
29,500,0,2
30,500,0,2
31,500,0,2
32,500,0,2
33,500,0,2
34,500,0,2
35,500,0,2
36,500,0,2
37,500,0,2
38,500,0,2
39,500,0,2
40,500,0,2
41,500,0,2
42,500,0,2
43,500,0,2
44,500,0,2
45,500,0,2
46,500,0,2
47,500,0,2
48,500,0,2
49,500,0,2
50,500,0,2
51,500,0,2
52,500,0,2
53,500,0,2
54,500,0,2
55,500,0,2
56,500,0,2
57,500,0,2
58,500,0,2
59,500,0,2
60,500,0,2
61,500,0,2
62,500,0,2
63,500,0,2
64,500,0,2
65,500,0,2
66,500,0,2
67,500,0,2
68,500,0,2
69,500,0,2
70,500,0,2
71,500,0,2
72,500,0,2
73,500,0,2
74,500,0,2
75,500,0,2
76,500,0,2
77,500,0,2
78,500,0,2
79,500,0,2
80,500,0,2
81,500,0,2
82,500,0,2
83,500,0,2
84,500,0,2
85,500,0,2
86,500,0,2
87,500,0,2
88,500,0,2
89,500,0,2
90,500,0,2
91,500,0,2
92,500,0,2
93,500,0,2
94,500,0,2
95,500,0,2
96,500,0,2
97,500,0,2
98,500,0,2
99,500,0,2
100,500,0,2
101,500,0,2
102,500,0,2
103,500,0,2
104,500,0,2
105,500,0,2
106,500,0,2
107,500,0,2
108,500,0,2
109,500,0,2
110,500,0,2
111,500,0,2
112,500,0,2
113,500,0,2
114,500,0,2
115,500,0,2
116,500,0,2
117,500,0,2
118,500,0,2
119,500,0,2
120,500,0,2
121,500,0,2
122,500,0,2
123,500,0,2
124,500,0,2
125,500,0,2
126,500,0,2
127,500,0,2
128,500,0,2
129,500,0,2
130,500,0,2
131,500,0,2
132,500,0,2
133,500,0,2
134,500,0,2
135,500,0,2
136,500,0,2
137,500,0,2
138,500,0,2
139,500,0,2
